	trimmer_id	Dropout? Missing	Dropout Resolution
114	K20/78.1	['n/a-n/a', 'n/a-n/a']	[nan, nan]
115	K20/78.1B	['n/a-n/a', 'n/a-n/a']	[nan, nan]
116	K20/78.2	['n/a-n/a', 'n/a-n/a']	[nan, nan]
117	K20/78.2.1	['Dec2020dropout-Both']	['n/a, have good sequence for other subclone elsewhere']
118	K20/78.2.2	['n/a-n/a']	[nan]
119	K20/78.2.3	['n/a-n/a']	[nan]
120	K20/78.2.4	['n/a-n/a']	[nan]
121	K20/78.2.5	['Dec2020dropout-Both']	['n/a, have good sequence for other subclone elsewhere']
122	K20/78.2B	['n/a-n/a']	[nan]
123	K20/78.3	['n/a-n/a']	[nan]
124	K20/78.3B	['n/a-n/a']	[nan]
125	K20/78.4	['Dec2020dropout-Both']	['n/a, have good sequence for other subclone elsewhere']
126	K20/78.4B	['n/a-n/a']	[nan]
127	K20/78.5	['n/a-n/a']	[nan]
128	K20/78.5B	['n/a-n/a']	[nan]
129	K20/78R	['n/a-n/a']	[nan]
130	K20/8	['n/a-n/a']	[nan]
131	K20/82	['n/a-n/a']	[nan]
132	K20/83	['n/a-n/a']	[nan]
133	K20/86	['n/a-n/a']	[nan]
134	K20/87	['Dec2020dropout-Both']	['n/a, Category 4 parent so skip for now']
135	K20/88	['Dec2020dropout-HC']	['n/a, Category 4 parent so skip for now']
136	K20/89	['Dec2020dropout-HC']	['n/a, Category 4 parent so skip for now']
137	K20/91	['n/a-n/a']	[nan]
138	K21/1.1	['n/a-n/a']	[nan]
139	K25/59.1	['Dec2020dropout-HC']	['Try again?']
140	K25/73.4	['n/a-n/a', 'n/a-n/a', nan]	[nan, nan, nan]
141	K25/73R	['n/a-n/a']	[nan]
142	K28/1	['n/a-n/a']	[nan]
143	K28/10	['n/a-n/a']	[nan]
144	K28/11	['n/a-n/a']	[nan]
145	K28/12	['n/a-n/a']	[nan]
146	K28/13	['n/a-n/a']	[nan]
147	K28/14	['n/a-n/a']	[nan]
148	K28/15	['n/a-n/a']	[nan]
149	K28/16	['n/a-n/a']	[nan]
150	K28/17	['n/a-n/a']	[nan]
151	K28/18	['n/a-n/a']	[nan]
152	K28/19	['n/a-n/a']	[nan]
153	K28/2	['n/a-n/a']	[nan]
154	K28/20	['n/a-n/a']	[nan]
155	K28/21	['n/a-n/a']	[nan]
156	K28/22	['n/a-n/a']	[nan]
157	K28/23	['n/a-n/a']	[nan]
158	K28/24	['n/a-n/a']	[nan]
159	K28/25.1	['n/a-n/a']	[nan]
160	K28/25.2	['n/a-n/a']	[nan]
161	K28/25.3	['n/a-n/a']	[nan]
162	K28/25.5	['n/a-n/a']	[nan]
163	K28/25.6	['n/a-n/a']	[nan]
164	K28/26	['n/a-n/a']	[nan]
165	K28/27.1	['n/a-n/a']	[nan]
166	K28/27.2	['n/a-n/a']	[nan]
167	K28/27.3	['n/a-n/a']	[nan]
168	K28/27.4	['n/a-n/a']	[nan]
169	K28/27.5	['n/a-n/a']	[nan]
170	K28/27.6	['n/a-n/a']	[nan]
171	K28/28	['n/a-n/a']	[nan]
172	K28/29	['Dec2020dropout-Both']	['n/a, Category 4 parent so skip for now']
173	K28/3	['n/a-n/a']	[nan]
174	K28/30	['n/a-n/a']	[nan]
175	K28/31	['n/a-n/a']	[nan]
176	K28/32	['n/a-n/a']	[nan]
177	K28/33	['n/a-n/a']	[nan]
178	K28/35	['Dec2020dropout-HC']	['n/a, Category 4 parent so skip for now']
179	K28/37.1	['n/a-n/a']	[nan]
180	K28/37.2	['n/a-n/a']	[nan]
181	K28/37.3	['n/a-n/a']	[nan]
182	K28/37.4	['n/a-n/a']	[nan]
183	K28/37.5	['n/a-n/a']	[nan]
184	K28/38.2	['n/a-n/a']	[nan]
185	K28/38.4	['n/a-n/a']	[nan]
186	K28/38.5	['n/a-n/a']	[nan]
187	K28/38.6	['n/a-n/a']	[nan]
188	K28/39	['n/a-n/a']	[nan]
189	K28/4	['n/a-n/a']	[nan]
190	K28/40	['n/a-n/a']	[nan]
191	K28/41	['n/a-n/a']	[nan]
192	K28/42.1	['n/a-n/a']	[nan]
193	K28/42.2	['n/a-n/a']	[nan]
194	K28/42.3	['n/a-n/a']	[nan]
195	K28/42.4	['n/a-n/a']	[nan]
196	K28/42.5	['n/a-n/a']	[nan]
197	K28/42.6	['n/a-n/a']	[nan]
198	K28/43.1	['Dec2020dropout-Both']	['n/a, have good sequence for other subclone elsewhere']
199	K28/43.2	[nan, nan, 'Dec2020dropout-LC']	[nan, nan, nan]
200	K28/43.3	['n/a-n/a']	[nan]
201	K28/43.4	['n/a-n/a']	[nan]
202	K28/43.5	['n/a-n/a']	[nan]
203	K28/43.6	['n/a-n/a']	[nan]
204	K28/43R	['n/a-n/a']	[nan]
205	K28/44	['n/a-n/a']	[nan]
206	K28/45	['n/a-n/a']	[nan]
207	K28/46	['n/a-n/a']	[nan]
208	K28/47	['n/a-n/a']	[nan]
209	K28/48	['Dec2020dropout-HC']	['n/a, Category 4 parent so skip for now']
210	K28/5	['n/a-n/a']	[nan]
211	K28/56	['n/a-n/a']	[nan]
212	K28/58.4	['Dec2020dropout-HC', 'n/a-n/a']	['n/a, no show on web (control, expecting better seq from redo, just corroborating, etc.)', nan]
213	K28/58.4.1	['Dec2020dropout-HC']	['n/a, have good sequence for other subclone elsewhere']
214	K28/58.4.2	['Dec2020dropout-HC']	['n/a, have good sequence for other subclone elsewhere']
215	K28/58.4.3	['Dec2020dropout-HC']	['n/a, have good sequence for other subclone elsewhere']
216	K28/58.4.4	['Dec2020dropout-HC']	['n/a, have good sequence for other subclone elsewhere']
217	K28/58.4.5	['Dec2020dropout-HC']	['n/a, have good sequence for other subclone elsewhere']
218	K28/58.8	['n/a-n/a']	[nan]
219	K28/58.8.1	['n/a-n/a']	[nan]
220	K28/58.8.2	['n/a-n/a']	[nan]
221	K28/58.8.3	['n/a-n/a']	[nan]
222	K28/58.8.4	['n/a-n/a']	[nan]
223	K28/58.8.5	['n/a-n/a']	[nan]
224	K28/6	['n/a-n/a']	[nan]
225	K28/7	['n/a-n/a']	[nan]
226	K28/74.1	['n/a-n/a']	[nan]
227	K28/74.2	['n/a-n/a']	[nan]
228	K28/74.4	['n/a-n/a']	[nan]
229	K28/74.5	['n/a-n/a']	[nan]
230	K28/77.1	['n/a-n/a']	[nan]
231	K28/77.2	['n/a-n/a']	[nan]
232	K28/77.3	['n/a-n/a']	[nan]
233	K28/77.4	['n/a-n/a']	[nan]
234	K28/8	['n/a-n/a']	[nan]
235	K28/83	['n/a-n/a']	[nan]
236	K28/86.1	['n/a-n/a']	[nan]
237	K28/86.2	['n/a-n/a', 'n/a-n/a']	[nan, nan]
238	K28/86.3	['n/a-n/a']	[nan]
239	K28/86.4	['n/a-n/a']	[nan]
240	K28/86.5	['n/a-n/a']	[nan]
241	K28/9	['n/a-n/a']	[nan]
242	K28/91.1	['n/a-n/a']	[nan]
243	K28/91.2	['n/a-n/a']	[nan]
244	K28/91.4	['n/a-n/a']	[nan]
245	K28/91.5	['n/a-n/a']	[nan]
246	K28/92	['n/a-n/a']	[nan]
247	K28/93	['n/a-n/a']	[nan]
248	K28/94.1	['n/a-n/a']	[nan]
249	K28/94.2	['n/a-n/a']	[nan]
250	K28/94.3	['n/a-n/a']	[nan]
251	K28/94.4	['n/a-n/a']	[nan]
252	K28/94.5	['n/a-n/a']	[nan]
253	K28/96	['n/a-n/a']	[nan]
254	K29/7.1	['n/a-n/a']	[nan]
255	K35/40.2	['n/a-n/a']	[nan]
256	K35/43.2	['n/a-n/a']	[nan]
257	K35/57.2	['n/a-n/a']	[nan]
258	K35/65.1	['n/a-n/a']	[nan]
259	K35/7.3	['n/a-n/a']	[nan]
260	K35/85.1	['n/a-n/a']	[nan]
261	K35/90.2	['n/a-n/a']	[nan]
262	K36/15.1	['n/a-n/a', 'n/a-n/a']	[nan, nan]
263	K36/15.2	['n/a-n/a']	[nan]
264	K36/15.3	['n/a-n/a']	[nan]
265	K36/15.4	['n/a-n/a']	[nan]
266	K36/15.6	['n/a-n/a']	[nan]
267	K36/15R	['n/a-n/a']	[nan]
268	K36/5	['n/a-n/a']	[nan]
269	K37/89.1	['n/a-n/a', 'n/a-n/a']	[nan, nan]
270	K37/89.2	['n/a-n/a']	[nan]
271	K37/89.3	['n/a-n/a']	[nan]
272	K37/89.4	['n/a-n/a']	[nan]
273	K37/89.5	['n/a-n/a', 'n/a-n/a']	[nan, nan]
274	K39/25.1	['n/a-n/a', 'n/a-n/a']	[nan, nan]
275	K39/25.2	['n/a-n/a']	[nan]
276	K39/25.3	['n/a-n/a']	[nan]
277	K39/25.3.1	['n/a-n/a', 'n/a-n/a']	[nan, nan]
278	K39/25.3.2	['n/a-n/a']	[nan]
279	K39/25.3.3	['n/a-n/a']	[nan]
280	K39/25.3.4	['n/a-n/a']	[nan]
281	K39/25.3.5	['Dec2020dropout-Both']	['n/a, have good sequence for other subclone elsewhere']
282	K39/25.3.6	['n/a-n/a']	[nan]
283	K39/25.4	['n/a-n/a']	[nan]
284	K39/25.5	['Dec2020dropout-Both']	['n/a, have good sequence for other subclone elsewhere']
285	K39/25.6	['n/a-n/a']	[nan]
286	K39/25R	['n/a-n/a']	[nan]
287	K39/6.1	['Dec2020dropout-Both', 'n/a-n/a']	['n/a, no show on web (control, expecting better seq from redo, just corroborating, etc.)', nan]
288	K4/209.1.3	['n/a-n/a']	[nan]
289	K40/17.1	['n/a-n/a']	[nan]
290	K40/17.1.1	['n/a-n/a']	[nan]
291	K40/17.1.2	['n/a-n/a']	[nan]
292	K40/17.1.3	['n/a-n/a']	[nan]
293	K42/21.12	['Dec2020dropout-Both', 'n/a-n/a']	['n/a, have good sequence for same subclone elsewhere', nan]
294	K47/34.1	['n/a-n/a', 'n/a-n/a']	[nan, nan]
295	K47/34.2	['n/a-n/a']	[nan]
296	K47/34.3	['n/a-n/a']	[nan]
297	K47/34.4	['n/a-n/a']	[nan]
298	K47/34.5	['n/a-n/a']	[nan]
299	K47/40.1	['n/a-n/a', 'n/a-n/a']	[nan, nan]
300	K47/40.2	['n/a-n/a']	[nan]
301	K47/40.3	['n/a-n/a']	[nan]
302	K47/40.4	['n/a-n/a']	[nan]
303	K47/40.5	['n/a-n/a']	[nan]
304	K47/42.1	['n/a-n/a']	[nan]
305	K47/42.2	['n/a-n/a', 'n/a-n/a']	[nan, nan]
306	K47/42.3	['n/a-n/a']	[nan]
307	K47/42.4	['Dec2020dropout-Both']	[nan]
308	K47/42.5	['n/a-n/a']	[nan]
309	K47/43.2	['n/a-n/a', 'n/a-n/a']	[nan, nan]
310	K47/43.3	['n/a-n/a']	[nan]
311	K47/43.4	['n/a-n/a']	[nan]
312	K47/43.5	['n/a-n/a']	[nan]
313	K47/9.1	['n/a-n/a', 'n/a-n/a']	[nan, nan]
314	K47/9.2	['n/a-n/a']	[nan]
315	K47/9.3	['n/a-n/a']	[nan]
316	K47/9.4	['n/a-n/a']	[nan]
317	K47/9.5	['n/a-n/a']	[nan]
318	K48/16.2	['n/a-n/a']	[nan]
319	K48/18.1	['n/a-n/a']	[nan]
320	K50/27.1	['n/a-n/a']	[nan]
321	K50/36.1	['n/a-n/a']	[nan]
322	K50/5.1	['n/a-n/a']	[nan]
323	K51/1.1	['Dec2020dropout-Both', nan, 'Dec2020dropout-Both']	['n/a, no show on web (control, expecting better seq from redo, just corroborating, etc.)', nan, nan]
324	K51/1.2	['n/a-n/a']	[nan]
325	K51/1.3	['n/a-n/a']	[nan]
326	K51/1R	['n/a-n/a']	[nan]
327	K52/1.1	['Dec2020dropout-HC']	[nan]
328	K53/33.1	['n/a-n/a']	[nan]
329	K53/6.1	['n/a-n/a']	[nan]
330	K54/22.2	['n/a-n/a']	[nan]
331	K55/29.1	['Dec2020dropout-Both', 'n/a-n/a']	[nan, nan]
332	K55/29.2	['n/a-n/a']	[nan]
333	K55/29.3	['n/a-n/a']	[nan]
334	K55/29.4	['n/a-n/a']	[nan]
335	K55/29.5	['n/a-n/a']	[nan]
336	K55/59.1	['n/a-n/a', 'n/a-n/a']	[nan, nan]
337	K55/59.2	['n/a-n/a']	[nan]
338	K55/59.3	['n/a-n/a']	[nan]
339	K55/59.4	['n/a-n/a']	[nan]
340	K55/59.5	['n/a-n/a']	[nan]
341	K55/7.1	['n/a-n/a', 'Dec2020dropout-HC', nan, nan]	[nan, nan, nan, nan]
342	K55/7.2	['n/a-n/a', 'n/a-n/a']	[nan, nan]
343	K55/7.3	['n/a-n/a']	[nan]
344	K55/7.4	['Dec2020dropout-HC']	[nan]
345	K55/7.5	['Dec2020dropout-HC']	[nan]
346	K55/82.1	['n/a-n/a', 'n/a-n/a']	[nan, nan]
347	K55/82.2	['n/a-n/a', 'n/a-n/a']	[nan, nan]
348	K55/82.3	['n/a-n/a']	[nan]
349	K55/82.4	['n/a-n/a']	[nan]
350	K55/82.5	['n/a-n/a']	[nan]
351	K55/9.1	['n/a-n/a', 'n/a-n/a']	[nan, nan]
352	K55/9.2	['n/a-n/a']	[nan]
353	K55/9.3	['n/a-n/a']	[nan]
354	K55/9.4	['n/a-n/a']	[nan]
355	K55/9.5	['n/a-n/a']	[nan]
356	K56A/50.1	['n/a-n/a', 'n/a-n/a', 'n/a-n/a']	[nan, nan, nan]
357	K56A/57.1	['n/a-n/a']	[nan]
358	K56A/57.2	['n/a-n/a']	[nan]
359	K56A/95.1	['n/a-n/a']	[nan]
360	K56A/95.6	['n/a-n/a']	[nan]
361	K57/1.1	['n/a-n/a']	[nan]
362	K57/1.2	['n/a-n/a', 'n/a-n/a']	[nan, nan]
363	K57/1.3	['n/a-n/a']	[nan]
364	K57/1.4	['n/a-n/a']	[nan]
365	K57/1.5	['n/a-n/a']	[nan]
366	K57/1R	['n/a-n/a']	[nan]
367	K57/27.1	['n/a-n/a', 'n/a-n/a']	[nan, nan]
368	K57/27.2	['n/a-n/a', 'n/a-n/a']	[nan, nan]
369	K57/27.3	['n/a-n/a']	[nan]
370	K57/27.4	['n/a-n/a']	[nan]
371	K57/27.5	['n/a-n/a']	[nan]
372	K57/41.1	['n/a-n/a', 'n/a-n/a']	[nan, nan]
373	K57/41.2	['n/a-n/a']	[nan]
374	K57/41.3	['n/a-n/a']	[nan]
375	K57/41.4	['n/a-n/a']	[nan]
376	K57/41.5	['n/a-n/a']	[nan]
377	K57/47.1	['n/a-n/a', 'n/a-n/a']	[nan, nan]
378	K57/47.2	['n/a-n/a']	[nan]
379	K57/47.3	['n/a-n/a']	[nan]
380	K57/47.4	['n/a-n/a']	[nan]
381	K57/47.5	['n/a-n/a']	[nan]
382	K57/48.1	['n/a-n/a', 'Dec2020dropout-LC']	[nan, 'n/a, no show on web (control, expecting better seq from redo, just corroborating, etc.)']
383	K57/48.2	['n/a-n/a']	[nan]
384	K57/48.3	['n/a-n/a']	[nan]
385	K57/48.4	['n/a-n/a']	[nan]
386	K57/48.5	['n/a-n/a']	[nan]
387	K58/35.2	['n/a-n/a']	[nan]
388	K58/35.3	['n/a-n/a']	[nan]
389	K58/35.4	['n/a-n/a']	[nan]
390	K58/35R	['n/a-n/a']	[nan]
391	K59/11.1	['Dec2020dropout-Both', 'Dec2020dropout-Both']	['n/a, no show on web (control, expecting better seq from redo, just corroborating, etc.)', nan]
392	K59/14.1	['n/a-n/a']	[nan]
393	K59/19.1	['n/a-n/a']	[nan]
394	K59/22.1	['Dec2020dropout-HC', 'Dec2020dropout-Both']	['n/a, no show on web (control, expecting better seq from redo, just corroborating, etc.)', nan]
395	K60/1.1	['Dec2020dropout-Both', 'Dec2020dropout-Both']	[nan, 'n/a, no show on web (control, expecting better seq from redo, just corroborating, etc.)']
396	K60/1.2	['n/a-n/a']	[nan]
397	K60/1.3	['Dec2020dropout-Both']	[nan]
398	K60/1.4	['n/a-n/a']	[nan]
399	K60/1.5	['n/a-n/a']	[nan]
400	K60/1.6	['n/a-n/a']	[nan]
401	K60/35.1	['n/a-n/a', 'n/a-n/a']	[nan, nan]
402	K60/35.2	['n/a-n/a']	[nan]
403	K60/41.1.1	['Dec2020dropout-HC', 'Dec2020dropout-HC']	[nan, 'n/a, no show on web (control, expecting better seq from redo, just corroborating, etc.)']
404	K60/41.1.2	['n/a-n/a']	[nan]
405	K60/41.1.3	['Dec2020dropout-HC']	[nan]
406	K60/41.1.4	['Dec2020dropout-HC']	[nan]
407	K60/41.1.5	['Dec2020dropout-HC']	[nan]
408	K60/41.2	['n/a-n/a', 'n/a-n/a']	[nan, nan]
409	K60/41.3	['n/a-n/a']	[nan]
410	K60/41.4	['n/a-n/a']	[nan]
411	K60/41.5	['n/a-n/a']	[nan]
412	K60/73.1	['Dec2020dropout-LC', nan, nan]	[nan, nan, nan]
413	K60/73.3	['n/a-n/a', 'n/a-n/a']	[nan, nan]
414	K60/73.4	['n/a-n/a']	[nan]
415	K60/73.5	['Dec2020dropout-HC']	[nan]
416	K60/87.1	['n/a-n/a', 'n/a-n/a']	[nan, nan]
417	K60/87.2	['n/a-n/a']	[nan]
418	K60/87.3	['n/a-n/a']	[nan]
419	K60/87.4	['n/a-n/a']	[nan]
420	K60/87.5	['n/a-n/a']	[nan]
421	K63/35.1	['n/a-n/a']	[nan]
422	K63/39.1	['n/a-n/a']	[nan]
423	K64/15.1	['n/a-n/a']	[nan]
424	K64/15.2	['n/a-n/a']	[nan]
425	K64/15.3	['n/a-n/a']	[nan]
426	K64/15R	['n/a-n/a']	[nan]
427	K64/21.1	['n/a-n/a']	[nan]
428	K64/23.1	['n/a-n/a']	[nan]
429	K64/29.1	['n/a-n/a']	[nan]
430	K64/35.1	['Dec2020dropout-LC', 'n/a-n/a']	['n/a, no show on web (control, expecting better seq from redo, just corroborating, etc.)', nan]
431	K65/11.1	['Dec2020dropout-HC', 'n/a-n/a', 'Dec2020dropout-HC']	['n/a, no show on web (control, expecting better seq from redo, just corroborating, etc.)', nan, 'n/a, no show on web (control, expecting better seq from redo, just corroborating, etc.)']
432	K65/11.2	['Dec2020dropout-HC']	[nan]
433	K65/11.3	['Dec2020dropout-HC']	[nan]
434	K65/11.4	['Dec2020dropout-HC']	[nan]
435	K65/11.5	['Dec2020dropout-HC']	[nan]
436	K65/31.1	['n/a-n/a', 'n/a-n/a']	[nan, nan]
437	K65/31.2	['n/a-n/a']	[nan]
438	K65/31.3	['Dec2020dropout-Both']	[nan]
439	K65/31.4	['Dec2020dropout-Both']	[nan]
440	K65/31.5	['Dec2020dropout-Both']	[nan]
441	K65/35.1	['n/a-n/a']	[nan]
442	K65/35.2	['n/a-n/a', 'n/a-n/a']	[nan, nan]
443	K65/35.3	['n/a-n/a']	[nan]
444	K65/35.4	['n/a-n/a']	[nan]
445	K65/35.5	['n/a-n/a']	[nan]
446	K65/36.1	['n/a-n/a', 'n/a-n/a']	[nan, nan]
447	K65/36.2	['n/a-n/a']	[nan]
448	K65/36.3	['n/a-n/a']	[nan]
449	K65/36.4	['n/a-n/a']	[nan]
450	K65/36.5	['n/a-n/a']	[nan]
451	K65/36.6	['n/a-n/a', 'n/a-n/a']	[nan, nan]
452	K65/36.7	['n/a-n/a']	[nan]
453	K65A/2.1	['n/a-n/a', 'n/a-n/a']	[nan, nan]
454	K65A/2.2	['n/a-n/a']	[nan]
455	K65A/2.3	['n/a-n/a']	[nan]
456	K65A/2.4	['n/a-n/a']	[nan]
457	K65A/2.5	['n/a-n/a']	[nan]
458	K65A/30.1	['n/a-n/a', 'n/a-n/a']	[nan, nan]
459	K65A/30.2	['n/a-n/a']	[nan]
460	K65A/30.3	['n/a-n/a']	[nan]
461	K65A/30.4	['n/a-n/a']	[nan]
462	K65A/30.5	['n/a-n/a']	[nan]
463	K65A/41.1	['n/a-n/a', 'n/a-n/a']	[nan, nan]
464	K65A/43.2	['n/a-n/a', 'n/a-n/a']	[nan, nan]
465	K65A/43.3	['n/a-n/a']	[nan]
466	K65A/43.4	['n/a-n/a']	[nan]
467	K65A/43.5	['n/a-n/a']	[nan]
468	K66/27.1	['n/a-n/a', 'n/a-n/a']	[nan, nan]
469	K66/27.2	['n/a-n/a']	[nan]
470	K66/27.3	['n/a-n/a']	[nan]
471	K66/27.4	['n/a-n/a']	[nan]
472	K66/27.5	['n/a-n/a']	[nan]
473	K66/29.1	['n/a-n/a', 'n/a-n/a']	[nan, nan]
474	K66/29.2	['n/a-n/a']	[nan]
475	K66/29.3	['n/a-n/a']	[nan]
476	K66/29.4	['n/a-n/a']	[nan]
477	K66/29.5	['n/a-n/a']	[nan]
478	K66/38.1	['n/a-n/a']	[nan]
479	K66/38.2	['n/a-n/a', 'n/a-n/a']	[nan, nan]
480	K66/38.3	['n/a-n/a']	[nan]
481	K66/38.4	['n/a-n/a']	[nan]
482	K66/38.5	['n/a-n/a']	[nan]
483	K66/38R	['n/a-n/a']	[nan]
484	K66/59.1	['n/a-n/a', 'n/a-n/a']	[nan, nan]
485	K66/59.2	['n/a-n/a', 'n/a-n/a']	[nan, nan]
486	K66/59.3	['n/a-n/a']	[nan]
487	K66/59.4	['n/a-n/a']	[nan]
488	K67/11.1	['n/a-n/a', 'n/a-n/a']	[nan, nan]
489	K67/11.2	['n/a-n/a']	[nan]
490	K67/11.3	['n/a-n/a']	[nan]
491	K67/11.4	['n/a-n/a']	[nan]
492	K67/11.5	['n/a-n/a']	[nan]
493	K67/21.1	['n/a-n/a', 'n/a-n/a']	[nan, nan]
494	K67/21.2	['Dec2020dropout-Both']	[nan]
495	K67/21.3	['n/a-n/a']	[nan]
496	K67/21.4	['n/a-n/a']	[nan]
497	K67/21.5	['n/a-n/a']	[nan]
498	K67/25.1	['n/a-n/a', 'n/a-n/a']	[nan, nan]
499	K67/25.2	['n/a-n/a']	[nan]
500	K67/25.3	['n/a-n/a']	[nan]
501	K67/25.4	['n/a-n/a', 'n/a-n/a']	[nan, nan]
502	K67/25.5	['n/a-n/a']	[nan]
503	K68/66.1	['n/a-n/a']	[nan]
504	K68/86.1	['n/a-n/a']	[nan]
505	K68/9.1	['Dec2020dropout-HC']	[nan]
506	K69/3.1	['n/a-n/a']	[nan]
507	K69/3.2	['n/a-n/a', nan]	[nan, nan]
508	K69/3.3	['n/a-n/a']	[nan]
509	K69/3.4	['n/a-n/a']	[nan]
510	K69/3.5	['n/a-n/a']	[nan]
511	K69/33.1	['n/a-n/a']	[nan]
512	K69/33.2	['n/a-n/a']	[nan]
513	K69/33.3	['n/a-n/a']	[nan]
514	K69/33.4	['n/a-n/a']	[nan]
515	K69/33.5	['n/a-n/a']	[nan]
516	K7/25.2	['n/a-n/a']	[nan]
517	K7/45.1	['n/a-n/a', nan]	[nan, nan]
518	K7/45.3	['n/a-n/a']	[nan]
519	K7/45R	['n/a-n/a']	[nan]
520	K72/2.1	['n/a-n/a']	[nan]
521	K72/2.5	['n/a-n/a']	[nan]
522	K72/8.6	['n/a-n/a']	[nan]
523	K72/8.7	['n/a-n/a']	[nan]
524	K72/8.8	['n/a-n/a']	[nan]
525	K72/8R	['n/a-n/a']	[nan]
526	K73/20.1	['n/a-n/a', 'n/a-n/a']	[nan, nan]
527	K73/20.2	['n/a-n/a']	[nan]
528	K73/20.3	['n/a-n/a']	[nan]
529	K73/20.4	['n/a-n/a']	[nan]
530	K73/20.5	['n/a-n/a', 'n/a-n/a', 'n/a-n/a']	[nan, nan, nan]
531	K73/20.6	['n/a-n/a', 'n/a-n/a']	[nan, nan]
532	K73/20.7	['n/a-n/a']	[nan]
533	K73/20.8	['n/a-n/a']	[nan]
534	K73/20.9	['n/a-n/a']	[nan]
535	K74/53.1	['n/a-n/a', 'n/a-n/a']	[nan, nan]
536	K74/53.2	['n/a-n/a']	[nan]
537	K74/53.3	['n/a-n/a']	[nan]
538	K74/53.4	['n/a-n/a']	[nan]
539	K74/53.5	['n/a-n/a']	[nan]
540	K74/71.1	['n/a-n/a']	[nan]
541	K74/71.2	['n/a-n/a', 'n/a-n/a']	[nan, nan]
542	K74/71.3	['n/a-n/a']	[nan]
543	K74/71.4	['n/a-n/a']	[nan]
544	K74/71.5	['Dec2020dropout-Both']	[nan]
545	K74/71R	['n/a-n/a']	[nan]
546	K75/18.1	['n/a-n/a', 'n/a-n/a']	[nan, nan]
547	K75/18.2	['n/a-n/a']	[nan]
548	K75/18.3	['n/a-n/a']	[nan]
549	K75/18.4	['n/a-n/a']	[nan]
550	K75/18.5	['n/a-n/a']	[nan]
551	K75/30.1	['n/a-n/a', 'n/a-n/a']	[nan, nan]
552	K75/30.2	['n/a-n/a']	[nan]
553	K75/30.3	['n/a-n/a']	[nan]
554	K75/30.4	['n/a-n/a']	[nan]
555	K75/30.5	['Dec2020dropout-Both', nan]	[nan, nan]
556	K75/36.1	['n/a-n/a', 'n/a-n/a']	[nan, nan]
557	K75/36.2	['n/a-n/a']	[nan]
558	K75/36.3	['n/a-n/a']	[nan]
559	K75/36.4	['n/a-n/a']	[nan]
560	K75/36.5	['n/a-n/a']	[nan]
561	K75/41.1	['n/a-n/a']	[nan]
562	K75/41.2	['n/a-n/a', 'n/a-n/a']	[nan, nan]
563	K75/41.3	['n/a-n/a']	[nan]
564	K75/41R	['n/a-n/a']	[nan]
565	K77/117.1	['Dec2020dropout-HC', 'Dec2020dropout-Both']	['n/a, no show on web (control, expecting better seq from redo, just corroborating, etc.)', nan]
566	K77/131.2	['Dec2020dropout-HC']	[nan]
567	K77/236.1	['Dec2020dropout-HC']	[nan]
568	K78/11.1	['Dec2020dropout-HC']	[nan]
569	K78/23.1	['n/a-n/a']	[nan]
570	K78/29.2	['n/a-n/a']	[nan]
571	K78/29.3	['n/a-n/a']	[nan]
572	K78/29.4	['n/a-n/a']	[nan]
573	K78/37.1	['n/a-n/a']	[nan]
574	K78/47.1	['n/a-n/a']	[nan]
575	K78/48.1	['n/a-n/a']	[nan]
576	K8/1.8	['n/a-n/a']	[nan]
577	K81/15.1	['n/a-n/a']	[nan]
578	K82/36.1	['n/a-n/a']	[nan]
579	K82/36.6	['Dec2020dropout-LC']	[nan]
580	K82/38.1	['Dec2020dropout-HC']	[nan]
581	K82/38.6	['n/a-n/a']	[nan]
582	K87A/10.1	['n/a-n/a']	[nan]
583	K87A/10.10	['n/a-n/a']	[nan]
584	K87A/10.11	['n/a-n/a']	[nan]
585	K87A/10.12	['n/a-n/a']	[nan]
586	K87A/10.2	['n/a-n/a']	[nan]
587	K87A/10.3	['n/a-n/a']	[nan]
588	K87A/10.4	['n/a-n/a']	[nan]
589	K87A/10.5	['n/a-n/a']	[nan]
590	K87A/10.6	['Dec2020dropout-Both']	[nan]
591	K87A/10.7	['n/a-n/a']	[nan]
592	K87A/10.8	['n/a-n/a']	[nan]
593	K87A/10.9	['n/a-n/a']	[nan]
594	K88/26.1	['n/a-n/a']	[nan]
595	K88/64.1	['n/a-n/a']	[nan]
596	K88/64.2	['n/a-n/a']	[nan]
597	K88/64.3	['n/a-n/a']	[nan]
598	K88/70.1	['n/a-n/a']	[nan]
599	K89/19.1	['Dec2020dropout-HC', 'n/a-n/a', 'Dec2020dropout-Both']	['n/a, no show on web (control, expecting better seq from redo, just corroborating, etc.)', nan, 'n/a, no show on web (control, expecting better seq from redo, just corroborating, etc.)']
600	K89/19.2	['Dec2020dropout-HC']	[nan]
601	K89/19.3	['Dec2020dropout-HC']	[nan]
602	K89/19.4	['Dec2020dropout-HC']	[nan]
603	K89/19.5	['Dec2020dropout-HC']	[nan]
604	K89/34.1	['n/a-n/a']	[nan]
605	K89/34.2	['n/a-n/a', 'n/a-n/a']	[nan, nan]
606	K89/34.3	['n/a-n/a']	[nan]
607	K89/34.4	['n/a-n/a']	[nan]
608	K89/34.5	['n/a-n/a']	[nan]
609	K89/34R	['n/a-n/a']	[nan]
610	K89/41.1	['n/a-n/a', 'n/a-n/a']	[nan, nan]
